name,lane,kind,area,address,website,lat,lon,wikidata,image_license,image_local_path
Mínus2,Fitness & outdoors,Fitness centre,Katrínartún,"Katrínartún 4, 105 Reykjavík",https://www.minus2.is,64.144497,-21.9076624,,,
Mjölnir,Fitness & outdoors,Fitness centre,Reykjavik,,,64.1308877,-21.9234426,,,
Pi Fitness Gym,Fitness & outdoors,Fitness centre,Dugguvogur,"Dugguvogur, 104",,64.1287559,-21.8487578,,,
Primal Iceland,Fitness & outdoors,Fitness centre,Faxafen,"Faxafen 12, 108 Reykjavík",https://www.primal.is/,64.1288045,-21.8654692,,,
Salalaug,Fitness & outdoors,Sports centre,Versalir,"Versalir 3, 201 Kópavogur",,64.0919452,-21.8560207,Q16424778,,
Samskipahöllin,Fitness & outdoors,Sports centre,Hestheimar,"Hestheimar 14-16, 203 Kópavogur",,64.0796518,-21.8319809,,,
Skypark,Fitness & outdoors,Sports centre,Reykjavik,,,64.0974045,-21.8128601,,,
Smárinn,Fitness & outdoors,Sports centre,Dalsmári,"Dalsmári 5, 201 Kópavogur",,64.1026612,-21.8981035,,,
Sporthúsið,Fitness & outdoors,Fitness centre,Dalsmári,"Dalsmári 9-11, 201 Kópavogur",https://www.sporthusid.is,64.1047052,-21.8935253,,,
Sundhöll Hafnarfjarðar,Fitness & outdoors,Sports centre,Reykjavik,,,64.0725655,-21.9681902,,,
Sundhöll Reykjavíkur,Fitness & outdoors,Sports centre,Barónsstígur,"Barónsstígur 45A, 101 Reykjavík",https://reykjavik.is/sundholl-reykjavikur,64.141664,-21.9203444,Q15767820,CC BY-SA 4.0,
Sundlaug Kópavogs,Fitness & outdoors,Sports centre,Reykjavik,,,64.110413,-21.9166167,Q16427825,,
Sundlaugin Bjarkarási,Fitness & outdoors,Sports centre,Reykjavik,,,64.1193692,-21.8498862,,,
Tennis- og Badmintonfélag Reykjavíkur,Fitness & outdoors,Sports centre,Reykjavik,"1, 104",,64.1352239,-21.8670064,,,
Thor's Power Gym,Fitness & outdoors,Fitness centre,Dalvegur,"Dalvegur 16B, 201 Kópavogur",,64.1047139,-21.8719777,,,
UltraForm,Fitness & outdoors,Fitness centre,Gylfaflöt,"Gylfaflöt 10, 112 Reykjavík",https://ultraform.is,64.1419672,-21.8040074,,,
Valsheimilið,Fitness & outdoors,Sports centre,Hlíðarendi,"Hlíðarendi 6, 102",,64.1331775,-21.9222539,,,
Varmárlaug,Fitness & outdoors,Sports centre,Reykjavik,,,64.1703698,-21.6897438,,,
Versalir,Fitness & outdoors,Sports centre,Versalir,"Versalir 3, 201 Kópavogur",,64.0921822,-21.8554433,,,
Verzlunarskóli Íslands,Fitness & outdoors,Sports centre,Ofanleiti,"Ofanleiti 1, 103 Reykjavík",,64.1278663,-21.8962157,Q1036708,,
Vesturbæjarlaug,Fitness & outdoors,Sports centre,Reykjavik,,https://reykjavik.is/vesturbaejarlaug,64.1444371,-21.9629107,,,
World Class,Fitness & outdoors,Fitness centre,Sundlaugavegur,"Sundlaugavegur 30A, 105 Reykjavík",https://www.worldclass.is,64.145153,-21.8793827,,,
World Class,Fitness & outdoors,Fitness centre,Fossaleynir,"Fossaleynir 1, 112 Reykjavík",https://www.worldclass.is,64.1472002,-21.7712932,,,
World Class,Fitness & outdoors,Fitness centre,Dalshraun,"Dalshraun 1, 220 Hafnarfjörður",https://www.worldclass.is,64.0829252,-21.9454576,,,
World Class,Fitness & outdoors,Fitness centre,Menntavegur,"Menntavegur 1, 102 Reykjavík",https://www.worldclass.is,64.1236899,-21.9266928,,,
World Class,Fitness & outdoors,Fitness centre,Reykjavik,,,64.1026206,-21.8798188,,,
World Class,Fitness & outdoors,Fitness centre,Lækjarhlíð,"Lækjarhlíð 1a, 270 Mosfellsbær",https://www.worldclass.is,64.1651157,-21.724987,,,
World Class,Fitness & outdoors,Fitness centre,Hagasmári,"Hagasmári 1, 201 Kópavogur",https://www.worldclass.is,64.1019531,-21.8852022,,,
World Class,Fitness & outdoors,Fitness centre,Bjargargata,"Bjargargata 1, 102 Reykjavík",https://www.worldclass.is,64.1366281,-21.9462955,,,
World Class,Fitness & outdoors,Fitness centre,Kringlan,"Kringlan 4-12, 103 Reykjavík",https://www.worldclass.is,64.1303043,-21.8958795,,,
World Class,Fitness & outdoors,Fitness centre,Fylkisvegur,"Fylkisvegur 6, 110 Reykjavík",https://www.worldclass.is,64.112866,-21.7935103,,,
World Class,Fitness & outdoors,Fitness centre,Austurberg,"Austurberg 3, 111 Reykjavík",https://www.worldclass.is,64.1048442,-21.8186445,,,
World Class,Fitness & outdoors,Fitness centre,Tjarnarvellir,"Tjarnarvellir 7, 221 Hafnarfjörður",https://www.worldclass.is,64.0534983,-21.9738987,,,
World Class,Fitness & outdoors,Fitness centre,Ögurhvarf,"Ögurhvarf 1, 203 Kópavogur",https://www.worldclass.is,64.0963821,-21.8045074,,,
World Class (WorldFit),Fitness & outdoors,Fitness centre,Kringlan,"Kringlan 1, 103 Reykjavík",https://www.worldclass.is,64.1299877,-21.8987582,,,
Yoga Shala,Fitness & outdoors,Fitness centre,Skeifan,"Skeifan 7, 108 Reykjavík",https://www.yogashala.is/,64.132232,-21.8691905,,,
Yogavin,Fitness & outdoors,Fitness centre,Grensásvegur,"Grensásvegur 16, 108 Reykjavík",https://yogavin.is/,64.1313655,-21.8747724,,,
Þórshamar,Fitness & outdoors,Sports centre,Reykjavik,,,64.1413901,-21.9045175,,,
Andrými,Community & learning,Community centre,Reykjavik,,https://andrymi.org/,64.1426061,-21.9237002,,,
Bókasafn Garðabæjar,Community & learning,Library,Garðatorg,"Garðatorg 7, 210 Garðabær",http://bokasafn.gardabaer.is/,64.088063,-21.9184163,,,
Bókasafn Hafnarfjarðar,Community & learning,Library,Reykjavik,,https://bokasafnhafnarfjardar.is/,64.0700115,-21.9578927,,,
Bókasafn Kópavogs,Community & learning,Library,Reykjavik,,https://bokasafn.kopavogur.is,64.1116232,-21.9089585,Q16422221,,
Bókasafn Móðurmáls,Community & learning,Library,Suðurlandsbraut,"Suðurlandsbraut 6, 108 Reykjavík",,64.1398963,-21.8845578,,,
Bókasafn Mosfellsbæjar,Community & learning,Library,Þverholt,"Þverholt 2, 270 Mosfellsbær",https://www.bokmos.is/,64.1675167,-21.6965788,,,
Borgarbókasafn Reykjavíkur,Community & learning,Library,Tryggvagata,"Tryggvagata 15, 101 Reykjavík",https://www.borgarbokasafn.is/,64.1493654,-21.9414165,Q16421571,,
Borgarbókasafn Reykjavíkur Kringlunni,Community & learning,Library,Reykjavik,,https://www.borgarbokasafn.is/bokasofn/kringlan,64.1295571,-21.8951937,,,
Borgarbókasafnið - Menningarhús Spönginni,Community & learning,Library,Spöngin,"Spöngin 41, 112 Reykjavík",https://borgarbokasafn.is/,64.1501205,-21.7859681,,,
Borgarbókasafnið Árbæ,Community & learning,Library,Hraunbær,"Hraunbær 119, 110 Reykjavík",,64.1181851,-21.796695,,,
Borgarbókasafnið Úlfarsárdal,Community & learning,Library,Reykjavik,,https://borgarbokasafn.is/bokasofn/ulfarsardalur,64.1320999,-21.7343329,,,
Fólkvangur,Community & learning,Community centre,Kollagrund,"Kollagrund 1, 116 Grundarhvefi",,64.2368333,-21.8245292,,,
Hitt Húsið,Community & learning,Community centre,Reykjavik,,https://hitthusid.is/,64.1198081,-21.8366885,,,
Laugabóli,Community & learning,Community centre,Reykjavik,,,64.1421891,-21.8784626,,,
Safnaðarheimili Dómkirkjunnar,Community & learning,Community centre,Lækjargata,"Lækjargata 14A, 101",,64.1456692,-21.9393828,Q16421202,CC BY-SA 2.0,
Sólheimasafn,Community & learning,Library,Sólheimar,"Sólheimar 23A, 104 Reykjavík",https://www.borgarbokasafn.is/desktopdefault.aspx/tabid-3071/4978_read-11587/,64.1341059,-21.8590097,,,
Þjóðarbókhlaðan,Community & learning,Library,Birkimelur,"Birkimelur 3, 107 Reykjavík",,64.1428344,-21.9507465,Q627423,CC BY-SA 4.0,
Þjóðskjalasafnið,Community & learning,Library,Laugavegur,"Laugavegur 162, 105 Reykjavík",https://skjalasafn.is/,64.1422783,-21.9066069,Q4798437,,
Bókabúð Sjónarlind,Culture & live arts,Bookshop,Reykjavik,,,64.1452878,-21.9323188,,,
Bókabúðin Grafarvogi,Culture & live arts,Bookshop,Reykjavik,,,64.1345784,-21.7985892,,,
Bókakjallarinn,Culture & live arts,Bookshop,Reykjavik,,,64.145721,-21.9276279,,,
Bókin,Culture & live arts,Bookshop,Klapparstígur,"Klapparstígur, 101",http://www.bokin.is,64.1462641,-21.9287261,,,
Bóksala stúdenta,Culture & live arts,Bookshop,Reykjavik,,https://boksala.is,64.1398937,-21.9504995,,,
Eymundsson,Culture & live arts,Bookshop,Reykjavik,,https://eymundsson.is/,64.0682423,-21.9550368,,,
Eymundsson,Culture & live arts,Bookshop,Skólavörðustígur,"Skólavörðustígur 11, 101 Reykjavík",,64.145201,-21.931104,,,
Forlagið,Culture & live arts,Bookshop,Fiskislóð,"Fiskislóð 39, 101 Reykjavík",https://www.forlagid.is,64.1571851,-21.9464453,,,
Iðnú Bookstore / Maps,Culture & live arts,Bookshop,Reykjavik,,,64.1418528,-21.908623,,,
Nexus,Culture & live arts,Bookshop,Álfheimar,"Álfheimar 74, 104 Reykjavík",https://nexus.is/,64.1336303,-21.8681481,,,
Penninn / Eymundsson,Culture & live arts,Bookshop,Laugavegur,"Laugavegur 77, 101",https://www.eymundsson.is/,64.1439654,-21.9199641,,,
Penninn Eymundsson,Culture & live arts,Bookshop,Reykjavik,,,64.1090603,-21.8433225,,,
Salka Bókabúð,Culture & live arts,Bookshop,Hverfisgata,Hverfisgata 89-93,https://www.salka.is/,64.1446555,-21.9195453,,,
Skálda,Culture & live arts,Bookshop,Reykjavik,,https://skalda.is/,64.1496056,-21.9431539,,,
